3555,CONTROL_STRUCTURE,-1,,continue,,CONTINUE,215,2,<empty>
3557,CONTROL_STRUCTURE,-1,,"if ($this->isBlockCompletable($CurrentBlock[""type""]))",,IF,219,1,<empty>
3578,CONTROL_STRUCTURE,-1,,if (isset($this->BlockTypes[$marker])),,IF,235,9,<empty>
3584,CONTROL_STRUCTURE,-1,,foreach ($this->BlockTypes[$marker] as $blockType),,FOR,,1,<empty>
3606,CONTROL_STRUCTURE,-1,,foreach ($blockTypes as $blockType),,FOR,,10,<empty>
3628,CONTROL_STRUCTURE,-1,,if (isset($Block)),,IF,250,2,<empty>
3634,CONTROL_STRUCTURE,-1,,"if (!isset($Block[""identified""]))",,IF,254,2,<empty>
3640,CONTROL_STRUCTURE,-1,,if (isset($CurrentBlock)),,IF,256,1,<empty>
3652,CONTROL_STRUCTURE,-1,,if ($this->isBlockContinuable($blockType)),,IF,264,3,<empty>
3662,CONTROL_STRUCTURE,-1,,continue(2),,CONTINUE,271,5,<empty>
3664,CONTROL_STRUCTURE,-1,,"if (isset($CurrentBlock) && $CurrentBlock[""type""] === ""Paragraph"")",,IF,277,11,<empty>
3674,CONTROL_STRUCTURE,-1,,if (isset($Block)),,IF,282,12,<empty>
3679,CONTROL_STRUCTURE,-1,,if (isset($CurrentBlock)),,IF,288,1,<empty>
3693,CONTROL_STRUCTURE,-1,,"if (isset($CurrentBlock[""continuable""]) && $this->isBlockCompletable($CurrentBlock[""type""]))",,IF,301,21,<empty>
3712,CONTROL_STRUCTURE,-1,,if (isset($CurrentBlock)),,IF,309,22,<empty>
3725,CONTROL_STRUCTURE,-1,,"if (!isset($Component[""element""]))",,IF,321,3,<empty>
3731,CONTROL_STRUCTURE,-1,,"if (isset($Component[""markup""]))",,IF,323,1,<empty>
3747,CONTROL_STRUCTURE,-1,,"if (isset($Component[""hidden""]))",,IF,327,1,<empty>
3785,CONTROL_STRUCTURE,-1,,"if (isset($Block) && $Block[""type""] === ""Paragraph"" && !isset($Block[""interrupted""]))",,IF,351,4,<empty>
3799,CONTROL_STRUCTURE,-1,,"if ($Line[""indent""] >= 4)",,IF,356,5,<empty>
3840,CONTROL_STRUCTURE,-1,,"if ($Line[""indent""] >= 4)",,IF,376,1,<empty>
3846,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,378,1,<empty>
3896,CONTROL_STRUCTURE,-1,,if ($this->markupEscaped || $this->safeMode),,IF,405,3,<empty>
3904,CONTROL_STRUCTURE,-1,,"if (strpos($Line[""text""],""<!--"") === 0)",,IF,410,4,<empty>
3931,CONTROL_STRUCTURE,-1,,"if (strpos($Line[""text""],""-->"") !== false)",,IF,419,2,<empty>
3953,CONTROL_STRUCTURE,-1,,"if (isset($Block[""closed""]))",,IF,430,1,<empty>
3968,CONTROL_STRUCTURE,-1,,"if (strpos($Line[""text""],""-->"") !== false)",,IF,437,3,<empty>
3999,CONTROL_STRUCTURE,-1,,if ($openerLength < 3),,IF,454,12,<empty>
4010,CONTROL_STRUCTURE,-1,,"if (strpos($infostring,""`"") !== false)",,IF,461,14,<empty>
4030,CONTROL_STRUCTURE,-1,,"if ($infostring !== """")",,IF,471,16,<empty>
4076,CONTROL_STRUCTURE,-1,,"if (isset($Block[""complete""]))",,IF,504,2,<empty>
4082,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,509,3,<empty>
4101,CONTROL_STRUCTURE,-1,,"if ($len = strspn($Line[""text""],$Block[""char""]) >= $Block[""openerLength""] && chop(substr($Line[""text""],$len),"" "") === """")",,IF,516,4,<empty>
4169,CONTROL_STRUCTURE,-1,,if ($level > 6),,IF,543,6,<empty>
4179,CONTROL_STRUCTURE,-1,,"if ($this->strictMode && isset($text[0]) && $text[0] !== "" "")",,IF,550,8,<empty>
4262,CONTROL_STRUCTURE,-1,,"if (preg_match(""/^("" . $pattern . ""([ ]++|$))(.*+)/"",$Line[""text""],$matches))",,IF,578,19,<empty>
4275,CONTROL_STRUCTURE,-1,,if ($contentIndent >= 5),,IF,582,2,<empty>
4298,CONTROL_STRUCTURE,-1,,if ($contentIndent === 0),,IF,588,1,<empty>
4371,CONTROL_STRUCTURE,-1,,"if ($name === ""ol"")",,IF,610,6,<empty>
4390,CONTROL_STRUCTURE,-1,,"if ($listStart !== ""1"")",,IF,614,2,<empty>
4394,CONTROL_STRUCTURE,-1,,"if (isset($CurrentBlock) && $CurrentBlock[""type""] === ""Paragraph"" && !isset($CurrentBlock[""interrupted""]))",,IF,616,1,<empty>
4470,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]) && empty($Block[""li""][""handler""][""argument""]))",,IF,645,6,<empty>
4496,CONTROL_STRUCTURE,-1,,"if ($Line[""indent""] < $requiredIndent && $Block[""data""][""type""] === ""ol"" && preg_match(""/^[0-9]++"" . $Block[""data""][""markerTypeRegex""] . ""(?:[ ]++(.*)|$)/"",$Line[""text""],$matches) || $Block[""data""][""type""] === ""ul"" && preg_match(""/^"" . $Block[""data""][""markerTypeRegex""] . ""(?:[ ]++(.*)|$)/"",$Line[""text""],$matches))",,IF,652,8,<empty>
4539,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,663,1,<empty>
4618,CONTROL_STRUCTURE,-1,,"if ($Line[""indent""] < $requiredIndent && $this->blockList($Line))",,IF,691,1,<empty>
4629,CONTROL_STRUCTURE,-1,,"if ($Line[""text""][0] === ""["" && $this->blockReference($Line))",,IF,696,9,<empty>
4640,CONTROL_STRUCTURE,-1,,"if ($Line[""indent""] >= $requiredIndent)",,IF,701,10,<empty>
4645,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,703,1,<empty>
4681,CONTROL_STRUCTURE,-1,,"if (!isset($Block[""interrupted""]))",,IF,719,11,<empty>
4711,CONTROL_STRUCTURE,-1,,"if (isset($Block[""loose""]))",,IF,731,3,<empty>
4716,CONTROL_STRUCTURE,-1,,"foreach ($Block[""element""][""elements""] as &$li)",,FOR,,1,<empty>
4739,CONTROL_STRUCTURE,-1,,"if (end($li[""handler""][""argument""]) !== """")",,IF,735,1,<empty>
4761,CONTROL_STRUCTURE,-1,,"if (preg_match(""/^>[ ]?+(.*+)/"",$Line[""text""],$matches))",,IF,750,5,<empty>
4805,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,769,2,<empty>
4811,CONTROL_STRUCTURE,-1,,"if ($Line[""text""][0] === "">"" && preg_match(""/^>[ ]?+(.*+)/"",$Line[""text""],$matches))",,IF,774,3,<empty>
4835,CONTROL_STRUCTURE,-1,,"if (!isset($Block[""interrupted""]))",,IF,781,4,<empty>
4862,CONTROL_STRUCTURE,-1,,"if (substr_count($Line[""text""],$marker) >= 3 && chop($Line[""text""],encaps) === """")",,IF,796,5,<empty>
4895,CONTROL_STRUCTURE,-1,,"if (!isset($Block) || $Block[""type""] !== ""Paragraph"" || isset($Block[""interrupted""]))",,IF,813,1,<empty>
4909,CONTROL_STRUCTURE,-1,,"if ($Line[""indent""] < 4 && chop(chop($Line[""text""],"" ""),$Line[""text""][0]) === """")",,IF,818,2,<empty>
4946,CONTROL_STRUCTURE,-1,,if ($this->markupEscaped || $this->safeMode),,IF,831,5,<empty>
4954,CONTROL_STRUCTURE,-1,,"if (preg_match(""/^<[\\/]?+(\\w*)(?:[ ]*+"" . $this->regexHtmlAttribute . "")*+[ ]*+(\\/)?>/"",$Line[""text""],$matches))",,IF,836,6,<empty>
4969,CONTROL_STRUCTURE,-1,,"if (in_array($element,$this->textLevelElements))",,IF,840,2,<empty>
5005,CONTROL_STRUCTURE,-1,,"if (isset($Block[""closed""]) || isset($Block[""interrupted""]))",,IF,859,1,<empty>
5030,CONTROL_STRUCTURE,-1,,"if (strpos($Line[""text""],""]"") !== false && preg_match(""/^\\[(.+?)\\]:[ ]*+<?(\\S+?)>?(?:[ ]+[""\'(](.+)[""\')])?[ ]*+$/"",$Line[""text""],$matches))",,IF,874,7,<empty>
5095,CONTROL_STRUCTURE,-1,,"if (!isset($Block) || $Block[""type""] !== ""Paragraph"" || isset($Block[""interrupted""]))",,IF,899,26,<empty>
5109,CONTROL_STRUCTURE,-1,,"if (strpos($Block[""element""][""handler""][""argument""],""|"") === false && strpos($Line[""text""],""|"") === false && strpos($Line[""text""],"":"") === false || strpos($Block[""element""][""handler""][""argument""],""\n"") !== false)",,IF,904,27,<empty>
5155,CONTROL_STRUCTURE,-1,,"if (chop($Line[""text""],"" -:|"") !== """")",,IF,913,28,<empty>
5178,CONTROL_STRUCTURE,-1,,foreach ($dividerCells as $dividerCell),,FOR,,34,<empty>
5197,CONTROL_STRUCTURE,-1,,"if ($dividerCell === """")",,IF,931,2,<empty>
5206,CONTROL_STRUCTURE,-1,,"if ($dividerCell[0] === "":"")",,IF,938,4,<empty>
5214,CONTROL_STRUCTURE,-1,,"if (substr($dividerCell,-1) === "":"")",,IF,943,5,<empty>
5247,CONTROL_STRUCTURE,-1,,if (count($headerCells) !== count($alignments)),,IF,962,40,<empty>
5253,CONTROL_STRUCTURE,-1,,foreach ($headerCells as $index => $headerCell),,FOR,,41,<empty>
5298,CONTROL_STRUCTURE,-1,,if (isset($alignments[$index])),,IF,980,3,<empty>
5399,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,1022,14,<empty>
5405,CONTROL_STRUCTURE,-1,,"if (count($Block[""alignments""]) === 1 || $Line[""text""][0] === ""|"" || strpos($Line[""text""],""|""))",,IF,1027,15,<empty>
5445,CONTROL_STRUCTURE,-1,,foreach ($cells as $index => $cell),,FOR,,7,<empty>
5490,CONTROL_STRUCTURE,-1,,"if (isset($Block[""alignments""][$index]))",,IF,1053,3,<empty>
5578,CONTROL_STRUCTURE,-1,,"if (isset($Block[""interrupted""]))",,IF,1095,1,<empty>
5633,CONTROL_STRUCTURE,-1,,"while ($excerpt = strpbrk($text,$this->inlineMarkerList))",,WHILE,1149,20,<empty>
5655,CONTROL_STRUCTURE,-1,,foreach ($this->InlineTypes[$marker] as $inlineType),,FOR,,4,<empty>
5675,CONTROL_STRUCTURE,-1,,if (isset($nonNestables[$inlineType])),,IF,1161,1,<empty>
5679,CONTROL_STRUCTURE,-1,,continue,,CONTINUE,1163,1,<empty>
5685,CONTROL_STRUCTURE,-1,,if (!isset($Inline)),,IF,1168,3,<empty>
5689,CONTROL_STRUCTURE,-1,,continue,,CONTINUE,1170,1,<empty>
5690,CONTROL_STRUCTURE,-1,,"if (isset($Inline[""position""]) && $Inline[""position""] > $markerPosition)",,IF,1175,4,<empty>
5699,CONTROL_STRUCTURE,-1,,continue,,CONTINUE,1177,1,<empty>
5700,CONTROL_STRUCTURE,-1,,"if (!isset($Inline[""position""]))",,IF,1182,5,<empty>
5746,CONTROL_STRUCTURE,-1,,continue(2),,CONTINUE,1208,12,<empty>
5769,CONTROL_STRUCTURE,-1,,foreach ($Elements as &$Element),,FOR,,23,<empty>
5788,CONTROL_STRUCTURE,-1,,"if (!isset($Element[""autobreak""]))",,IF,1226,1,<empty>
5860,CONTROL_STRUCTURE,-1,,"if (preg_match(""/^(["" . $marker . ""]++)[ ]*+(.+?)[ ]*+(?<!["" . $marker . ""])\\1(?!"" . $marker . "")/s"",$Excerpt[""text""],$matches))",,IF,1262,6,<empty>
5918,CONTROL_STRUCTURE,-1,,"if (strpos($Excerpt[""text""],"">"") !== false && preg_match(encaps,$Excerpt[""text""],$matches))",,IF,1284,10,<empty>
5938,CONTROL_STRUCTURE,-1,,if (!isset($matches[2])),,IF,1289,2,<empty>
5982,CONTROL_STRUCTURE,-1,,"if (!isset($Excerpt[""text""][1]))",,IF,1309,7,<empty>
5996,CONTROL_STRUCTURE,-1,,"if ($Excerpt[""text""][1] === $marker && preg_match($this->StrongRegex[$marker],$Excerpt[""text""],$matches))",,IF,1316,9,<empty>
6013,CONTROL_STRUCTURE,-1,,"if (preg_match($this->EmRegex[$marker],$Excerpt[""text""],$matches))",,IF,1320,1,<empty>
6064,CONTROL_STRUCTURE,-1,,"if (isset($Excerpt[""text""][1]) && in_array($Excerpt[""text""][1],$this->specialCharacters))",,IF,1344,3,<empty>
6102,CONTROL_STRUCTURE,-1,,"if (!isset($Excerpt[""text""][1]) || $Excerpt[""text""][1] !== ""["")",,IF,1355,6,<empty>
6127,CONTROL_STRUCTURE,-1,,if ($Link === null),,IF,1364,9,<empty>
6264,CONTROL_STRUCTURE,-1,,"if (preg_match(""/\\[((?:[^][]++|(?R))*+)\\]/"",$remainder,$matches))",,IF,1408,15,<empty>
6283,CONTROL_STRUCTURE,-1,,"if (preg_match(""/^[(]\\s*+((?:[^ ()]++|[(][^ )]+[)])++)(?:[ ]+(""[^""]*+""|\'[^\']*+\'))?\\s*+[)]/"",$remainder,$matches))",,IF,1421,16,<empty>
6294,CONTROL_STRUCTURE,-1,,if (isset($matches[2])),,IF,1425,2,<empty>
6315,CONTROL_STRUCTURE,-1,,"if (preg_match(""/^\\s*\\[(.*?)\\]/"",$remainder,$matches))",,IF,1434,1,<empty>
6343,CONTROL_STRUCTURE,-1,,"if (!isset($this->DefinitionData[""Reference""][$definition]))",,IF,1446,2,<empty>
6386,CONTROL_STRUCTURE,-1,,"if ($this->markupEscaped || $this->safeMode || strpos($Excerpt[""text""],"">"") === false)",,IF,1465,8,<empty>
6403,CONTROL_STRUCTURE,-1,,"if ($Excerpt[""text""][1] === ""/"" && preg_match(""/^<\\/\\w[\\w-]*+[ ]*+>/s"",$Excerpt[""text""],$matches))",,IF,1470,9,<empty>
6435,CONTROL_STRUCTURE,-1,,"if ($Excerpt[""text""][1] === ""!"" && preg_match(""/^<!---?[^>-](?:-?+[^-])*-->/s"",$Excerpt[""text""],$matches))",,IF,1478,10,<empty>
6467,CONTROL_STRUCTURE,-1,,"if ($Excerpt[""text""][1] !== "" "" && preg_match(""/^<\\w[\\w-]*+(?:[ ]*+"" . $this->regexHtmlAttribute . "")*+[ ]*+\\/?>/s"",$Excerpt[""text""],$matches))",,IF,1486,11,<empty>
6509,CONTROL_STRUCTURE,-1,,"if (substr($Excerpt[""text""],1,1) !== "" "" && strpos($Excerpt[""text""],"";"") !== false && preg_match(""/^&(#?+[0-9a-zA-Z]++);/"",$Excerpt[""text""],$matches))",,IF,1497,4,<empty>
6561,CONTROL_STRUCTURE,-1,,"if (!isset($Excerpt[""text""][1]))",,IF,1511,5,<empty>
6570,CONTROL_STRUCTURE,-1,,"if ($Excerpt[""text""][1] === ""~"" && preg_match(""/^~~(?=\\S)(.+?)(?<=\\S)~~/"",$Excerpt[""text""],$matches))",,IF,1516,6,<empty>
6623,CONTROL_STRUCTURE,-1,,"if ($this->urlsLinked !== true || !isset($Excerpt[""text""][2]) || $Excerpt[""text""][2] !== ""/"")",,IF,1534,7,<empty>
6646,CONTROL_STRUCTURE,-1,,"if (strpos($Excerpt[""context""],""http"") !== false && preg_match(""/\\bhttps?+:[\\/]{2}[^\\s<]+\\b\\/*+/ui"",$Excerpt[""context""],$matches,PREG_OFFSET_CAPTURE))",,IF,1539,8,<empty>
6713,CONTROL_STRUCTURE,-1,,"if (strpos($Excerpt[""text""],"">"") !== false && preg_match(""/^<(\\w++:\\/{2}[^ >]++)>/i"",$Excerpt[""text""],$matches))",,IF,1562,6,<empty>
6775,CONTROL_STRUCTURE,-1,,"if (isset($Element[""handler""]))",,IF,1593,5,<empty>
6780,CONTROL_STRUCTURE,-1,,"if (!isset($Element[""nonNestables""]))",,IF,1595,1,<empty>
6791,CONTROL_STRUCTURE,-1,,"if (is_string($Element[""handler""]))",,IF,1600,2,<empty>
6829,CONTROL_STRUCTURE,-1,,"if ($destination === ""handler"")",,IF,1616,4,<empty>
6875,CONTROL_STRUCTURE,-1,,"if (isset($Element[""elements""]))",,IF,1641,2,<empty>
6887,CONTROL_STRUCTURE,-1,,"if (isset($Element[""element""]))",,IF,1645,1,<empty>
6903,CONTROL_STRUCTURE,-1,,"if (isset($Element[""elements""]))",,IF,1655,1,<empty>
6915,CONTROL_STRUCTURE,-1,,"if (isset($Element[""element""]))",,IF,1659,1,<empty>
6934,CONTROL_STRUCTURE,-1,,foreach ($Elements as &$Element),,FOR,,2,<empty>
6961,CONTROL_STRUCTURE,-1,,foreach ($Elements as &$Element),,FOR,,2,<empty>
6988,CONTROL_STRUCTURE,-1,,if ($this->safeMode),,IF,1691,10,<empty>
7002,CONTROL_STRUCTURE,-1,,if ($hasName),,IF,1703,14,<empty>
7009,CONTROL_STRUCTURE,-1,,"if (isset($Element[""attributes""]))",,IF,1707,2,<empty>
7014,CONTROL_STRUCTURE,-1,,"foreach ($Element[""attributes""] as $name => $value)",,FOR,,1,<empty>
7036,CONTROL_STRUCTURE,-1,,if ($value === null),,IF,1711,1,<empty>
7042,CONTROL_STRUCTURE,-1,,continue,,CONTINUE,1713,1,<empty>
7055,CONTROL_STRUCTURE,-1,,"if (isset($Element[""text""]))",,IF,1723,16,<empty>
7064,CONTROL_STRUCTURE,-1,,"if (isset($Element[""rawHtml""]))",,IF,1729,1,<empty>
7094,CONTROL_STRUCTURE,-1,,if ($hasContent),,IF,1739,18,<empty>
7100,CONTROL_STRUCTURE,-1,,"if (isset($Element[""elements""]))",,IF,1743,2,<empty>
7110,CONTROL_STRUCTURE,-1,,"if (isset($Element[""element""]))",,IF,1747,1,<empty>
7120,CONTROL_STRUCTURE,-1,,if (!$permitRawHtml),,IF,1753,1,<empty>
7140,CONTROL_STRUCTURE,-1,,if ($hasName),,IF,1765,1,<empty>
7156,CONTROL_STRUCTURE,-1,,foreach ($Elements as $Element),,FOR,,7,<empty>
7173,CONTROL_STRUCTURE,-1,,if (empty($Element)),,IF,1781,1,<empty>
7176,CONTROL_STRUCTURE,-1,,continue,,CONTINUE,1783,1,<empty>
7208,CONTROL_STRUCTURE,-1,,"if (!in_array("""",$lines) && isset($Elements[0]) && isset($Elements[0][""name""]) && $Elements[0][""name""] === ""p"")",,IF,1807,2,<empty>
7245,CONTROL_STRUCTURE,-1,,"while (preg_match($regexp,$text,$matches,PREG_OFFSET_CAPTURE))",,WHILE,1829,11,<empty>
7274,CONTROL_STRUCTURE,-1,,foreach ($Elements as $Element),,FOR,,5,<empty>
7327,CONTROL_STRUCTURE,-1,,"if (!isset($Element[""name""]))",,IF,1869,10,<empty>
7337,CONTROL_STRUCTURE,-1,,"if (isset($safeUrlNameToAtt[$Element[""name""]]))",,IF,1875,11,<empty>
7348,CONTROL_STRUCTURE,-1,,"if (!empty($Element[""attributes""]))",,IF,1880,12,<empty>
7354,CONTROL_STRUCTURE,-1,,"foreach ($Element[""attributes""] as $att => $val)",,FOR,,1,<empty>
7376,CONTROL_STRUCTURE,-1,,"if (!preg_match($goodAttribute,$att))",,IF,1885,1,<empty>
7385,CONTROL_STRUCTURE,-1,,"if (self::striAtStart($att,""on""))",,IF,1890,1,<empty>
7399,CONTROL_STRUCTURE,-1,,foreach ($this->safeLinksWhitelist as $scheme),,FOR,,4,<empty>
7418,CONTROL_STRUCTURE,-1,,"if (self::striAtStart($Element[""attributes""][$attribute],$scheme))",,IF,1904,1,<empty>
7457,CONTROL_STRUCTURE,-1,,if ($len > strlen($string)),,IF,1928,3,<empty>
7478,CONTROL_STRUCTURE,-1,,if (isset(self::$instances[$name])),,IF,1940,5,<empty>
8007,CONTROL_STRUCTURE,-1,,"if (!defined(""DVWA_WEB_PAGE_TO_ROOT""))",,IF,3,1,<empty>
8015,CONTROL_STRUCTURE,-1,,"if (!file_exists(DVWA_WEB_PAGE_TO_ROOT . ""config/config.inc.php""))",,IF,8,2,<empty>
8032,CONTROL_STRUCTURE,-1,,if (!isset($html)),,IF,16,4,<empty>
8057,CONTROL_STRUCTURE,-1,,"if (!isset($_COOKIE[""security""]) || !in_array($_COOKIE[""security""],$security_levels))",,IF,22,6,<empty>
8068,CONTROL_STRUCTURE,-1,,"if (in_array($_DVWA[""default_security_level""],$security_levels))",,IF,24,1,<empty>
8079,CONTROL_STRUCTURE,-1,,"if (dvwaSecurityLevelGet() == ""impossible"")",,IF,34,7,<empty>
8137,CONTROL_STRUCTURE,-1,,"if (!array_key_exists(""default_locale"",$_DVWA))",,IF,57,13,<empty>
8162,CONTROL_STRUCTURE,-1,,"if (!isset($_SESSION[""dvwa""]))",,IF,77,3,<empty>
8179,CONTROL_STRUCTURE,-1,,"if (in_array(""authenticated"",$pActions))",,IF,85,1,<empty>
8183,CONTROL_STRUCTURE,-1,,if (!dvwaIsLoggedIn()),,IF,86,1,<empty>
8205,CONTROL_STRUCTURE,-1,,"if (in_array(""disable_authentication"",$_DVWA) && $_DVWA[""disable_authentication""])",,IF,101,3,<empty>
8284,CONTROL_STRUCTURE,-1,,"if (isset($_COOKIE[""security""]))",,IF,143,2,<empty>
8292,CONTROL_STRUCTURE,-1,,"if (in_array(""disable_authentication"",$_DVWA) && $_DVWA[""disable_authentication""])",,IF,149,3,<empty>
8307,CONTROL_STRUCTURE,-1,,"if ($pSecurityLevel == ""impossible"")",,IF,159,1,<empty>
8359,CONTROL_STRUCTURE,-1,,"if (in_array($pLocale,$locales))",,IF,182,6,<empty>
8376,CONTROL_STRUCTURE,-1,,"if (!isset($dvwaSession[""messages""]))",,IF,193,4,<empty>
8396,CONTROL_STRUCTURE,-1,,"if (!isset($dvwaSession[""messages""]) || count($dvwaSession[""messages""]) == 0)",,IF,202,3,<empty>
8421,CONTROL_STRUCTURE,-1,,while ($message = dvwaMessagePop()),,WHILE,211,4,<empty>
8448,CONTROL_STRUCTURE,-1,,if (dvwaIsLoggedIn()),,IF,224,48,<empty>
8542,CONTROL_STRUCTURE,-1,,if (dvwaIsLoggedIn()),,IF,234,49,<empty>
8802,CONTROL_STRUCTURE,-1,,"if (dvwaCurrentUser() == ""admin"")",,IF,250,16,<empty>
8848,CONTROL_STRUCTURE,-1,,if (dvwaIsLoggedIn()),,IF,257,51,<empty>
8905,CONTROL_STRUCTURE,-1,,if (dvwaIsLoggedIn()),,IF,263,53,<empty>
8933,CONTROL_STRUCTURE,-1,,foreach ($menuBlocks as $menuBlock),,FOR,,55,<empty>
8952,CONTROL_STRUCTURE,-1,,foreach ($menuBlock as $menuItem),,FOR,,2,<empty>
8999,CONTROL_STRUCTURE,-1,,switch (dvwaSecurityLevelGet()),,SWITCH,282,57,<empty>
9005,CONTROL_STRUCTURE,-1,,break,,BREAK,285,3,<empty>
9009,CONTROL_STRUCTURE,-1,,break,,BREAK,288,6,<empty>
9013,CONTROL_STRUCTURE,-1,,break,,BREAK,291,9,<empty>
9017,CONTROL_STRUCTURE,-1,,break,,BREAK,294,12,<empty>
9035,CONTROL_STRUCTURE,-1,,if ($messagesHtml),,IF,305,63,<empty>
9043,CONTROL_STRUCTURE,-1,,if (dvwaIsLoggedIn()),,IF,310,65,<empty>
9053,CONTROL_STRUCTURE,-1,,"if ($pPage[""source_button""])",,IF,312,66,<empty>
9064,CONTROL_STRUCTURE,-1,,"if ($pPage[""help_button""])",,IF,315,67,<empty>
9189,CONTROL_STRUCTURE,-1,,if (is_null($text)),,IF,461,1,<empty>
9245,CONTROL_STRUCTURE,-1,,"if ($DBMS == ""MySQL"")",,IF,485,39,<empty>
9255,CONTROL_STRUCTURE,-1,,"if ($DBMS == ""PGSQL"")",,IF,489,1,<empty>
9277,CONTROL_STRUCTURE,-1,,"if ($DBMS == ""MySQL"")",,IF,512,12,<empty>
9281,CONTROL_STRUCTURE,-1,,"if (!@$GLOBALS[""___mysqli_ston""] = mysqli_connect($_DVWA[""db_server""],$_DVWA[""db_user""],$_DVWA[""db_password""],"""",$_DVWA[""db_port""]) || !@(bool) mysqli_query($GLOBALS[""___mysqli_ston""],""USE "" . $_DVWA[""db_database""]))",,IF,513,1,<empty>
9360,CONTROL_STRUCTURE,-1,,"if ($DBMS == ""PGSQL"")",,IF,525,1,<empty>
9372,CONTROL_STRUCTURE,-1,,"if ($_DVWA[""SQLI_DB""] == SQLITE)",,IF,535,13,<empty>
9420,CONTROL_STRUCTURE,-1,,while ($row = mysqli_fetch_row($result)),,WHILE,559,11,<empty>
9424,CONTROL_STRUCTURE,-1,,"if (dvwaSecurityLevelGet() == ""impossible"")",,IF,560,1,<empty>
9457,CONTROL_STRUCTURE,-1,,"if (in_array(""disable_authentication"",$_DVWA) && $_DVWA[""disable_authentication""])",,IF,580,2,<empty>
9468,CONTROL_STRUCTURE,-1,,if ($user_token !== $session_token || !isset($session_token)),,IF,584,3,<empty>
9480,CONTROL_STRUCTURE,-1,,"if (isset($_SESSION[""session_token""]))",,IF,591,2,<empty>
